fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
2020-10-24;Burgos;11942;403;1514;295;9059;42.383333,-3.666667
2020-10-24;Soria;4108;41;551;137;42173;41.666667,-2.666667
2020-10-24;Zamora;4282;179;686;162;49275;41.75,-6.0
2020-10-24;León;12548;406;2209;545;24089;42.666667,-6.0
2020-10-24;Palencia;5093;147;597;123;34120;42.432128,-4.520647
2020-10-24;Salamanca;12389;304;1942;471;37274;40.833333,-6.0
2020-10-24;Segovia;6449;81;1067;234;40004;41.166667,-4.0
2020-10-24;Ávila;4795;71;904;186;5019;40.616092,-4.929031
2020-10-24;Valladolid;17384;383;2940;544;47186;41.583333,-4.666667
2020-10-23;Ávila;4724;72;895;185;5019;40.616092,-4.929031
2020-10-23;León;12141;590;2171;538;24089;42.666667,-6.0
2020-10-23;Zamora;4102;122;662;158;49275;41.75,-6.0
2020-10-23;Salamanca;12085;318;1926;468;37274;40.833333,-6.0
2020-10-23;Segovia;6368;55;1064;233;40004;41.166667,-4.0
2020-10-23;Palencia;4946;76;586;122;34120;42.432128,-4.520647
2020-10-23;Valladolid;17000;381;2903;540;47186;41.583333,-4.666667
2020-10-23;Soria;4067;23;548;135;42173;41.666667,-2.666667
2020-10-23;Burgos;11539;371;1492;291;9059;42.383333,-3.666667
2020-10-22;Soria;4044;23;547;135;42173;41.666667,-2.666667
2020-10-22;Valladolid;16619;344;2873;533;47186;41.583333,-4.666667
2020-10-22;Palencia;4870;99;580;121;34120;42.432128,-4.520647
2020-10-22;Salamanca;11767;281;1911;467;37274;40.833333,-6.0
2020-10-22;Segovia;6313;53;1060;233;40004;41.166667,-4.0
2020-10-22;Zamora;3980;136;652;153;49275;41.75,-6.0
2020-10-22;Ávila;4652;62;889;185;5019;40.616092,-4.929031
2020-10-22;Burgos;11167;189;1476;288;9059;42.383333,-3.666667
2020-10-22;León;11550;242;2144;532;24089;42.666667,-6.0
2020-10-21;Burgos;10978;143;1465;288;9059;42.383333,-3.666667
2020-10-21;Ávila;4590;36;889;185;5019;40.616092,-4.929031
2020-10-21;León;11308;129;2110;526;24089;42.666667,-6.0
2020-10-21;Palencia;4771;125;576;121;34120;42.432128,-4.520647
2020-10-21;Salamanca;11486;206;1892;465;37274;40.833333,-6.0
2020-10-21;Soria;4021;30;541;134;42173;41.666667,-2.666667
2020-10-21;Valladolid;16275;364;2842;528;47186;41.583333,-4.666667
2020-10-21;Zamora;3844;18;638;151;49275;41.75,-6.0
2020-10-21;Segovia;6260;80;1055;233;40004;41.166667,-4.0
2020-10-20;Segovia;6180;52;1051;233;40004;41.166667,-4.0
2020-10-20;Burgos;10834;134;1450;285;9059;42.383333,-3.666667
2020-10-20;León;11174;162;2078;519;24089;42.666667,-6.0
2020-10-20;Salamanca;11280;169;1877;462;37274;40.833333,-6.0
2020-10-20;Zamora;3826;13;629;150;49275;41.75,-6.0
2020-10-20;Ávila;4554;48;883;185;5019;40.616092,-4.929031
2020-10-20;Soria;3991;20;539;134;42173;41.666667,-2.666667
2020-10-20;Palencia;4646;99;570;117;34120;42.432128,-4.520647
2020-10-20;Valladolid;15911;288;2804;524;47186;41.583333,-4.666667
2020-10-19;Palencia;4546;127;561;116;34120;42.432128,-4.520647
2020-10-19;Salamanca;11111;97;1863;459;37274;40.833333,-6.0
2020-10-19;Valladolid;15623;60;2767;517;47186;41.583333,-4.666667
2020-10-19;León;11012;275;2053;512;24089;42.666667,-6.0
2020-10-19;Soria;3971;60;537;134;42173;41.666667,-2.666667
2020-10-19;Ávila;4506;41;877;185;5019;40.616092,-4.929031
2020-10-19;Segovia;6128;14;1049;232;40004;41.166667,-4.0
2020-10-19;Zamora;3813;102;624;150;49275;41.75,-6.0
2020-10-19;Burgos;10699;214;1433;285;9059;42.383333,-3.666667
2020-10-18;Segovia;6114;57;1047;231;40004;41.166667,-4.0
2020-10-18;Ávila;4465;26;876;184;5019;40.616092,-4.929031
2020-10-18;León;10737;221;2047;507;24089;42.666667,-6.0
2020-10-18;Palencia;4419;88;558;114;34120;42.432128,-4.520647
2020-10-18;Soria;3911;29;535;133;42173;41.666667,-2.666667
2020-10-18;Burgos;10485;243;1428;283;9059;42.383333,-3.666667
2020-10-18;Salamanca;11014;228;1859;457;37274;40.833333,-6.0
2020-10-18;Valladolid;15563;70;2757;515;47186;41.583333,-4.666667
2020-10-18;Zamora;3711;118;621;147;49275;41.75,-6.0
2020-10-17;León;10512;398;2039;502;24089;42.666667,-6.0
2020-10-17;Palencia;4331;108;556;113;34120;42.432128,-4.520647
2020-10-17;Ávila;4439;31;875;183;5019;40.616092,-4.929031
2020-10-17;Salamanca;10786;268;1851;455;37274;40.833333,-6.0
2020-10-17;Segovia;6057;36;1046;230;40004;41.166667,-4.0
2020-10-17;Zamora;3593;67;621;147;49275;41.75,-6.0
2020-10-17;Burgos;10242;195;1423;280;9059;42.383333,-3.666667
2020-10-17;Soria;3882;43;534;132;42173;41.666667,-2.666667
2020-10-17;Valladolid;15493;260;2751;509;47186;41.583333,-4.666667
2020-10-16;Ávila;4408;49;869;181;5019;40.616092,-4.929031
2020-10-16;Palencia;4223;79;548;113;34120;42.432128,-4.520647
2020-10-16;Segovia;6021;76;1040;228;40004;41.166667,-4.0
2020-10-16;Soria;3838;16;532;132;42173;41.666667,-2.666667
2020-10-16;León;10114;174;2020;501;24089;42.666667,-6.0
2020-10-16;Salamanca;10518;96;1833;453;37274;40.833333,-6.0
2020-10-16;Burgos;10047;223;1409;280;9059;42.383333,-3.666667
2020-10-16;Valladolid;15230;239;2725;507;47186;41.583333,-4.666667
2020-10-16;Zamora;3526;86;604;146;49275;41.75,-6.0
2020-10-15;León;9940;176;2003;494;24089;42.666667,-6.0
2020-10-15;Burgos;9823;77;1397;279;9059;42.383333,-3.666667
2020-10-15;Ávila;4359;28;869;181;5019;40.616092,-4.929031
2020-10-15;Palencia;4144;125;544;112;34120;42.432128,-4.520647
2020-10-15;Salamanca;10422;106;1827;451;37274;40.833333,-6.0
2020-10-15;Soria;3822;15;530;132;42173;41.666667,-2.666667
2020-10-15;Valladolid;14991;239;2698;500;47186;41.583333,-4.666667
2020-10-15;Zamora;3440;27;593;144;49275;41.75,-6.0
2020-10-15;Segovia;5945;43;1037;228;40004;41.166667,-4.0
2020-10-14;Soria;3807;12;527;132;42173;41.666667,-2.666667
2020-10-14;Burgos;9745;90;1380;276;9059;42.383333,-3.666667
2020-10-14;Ávila;4331;41;866;181;5019;40.616092,-4.929031
2020-10-14;León;9764;188;1985;490;24089;42.666667,-6.0
2020-10-14;Palencia;4019;72;531;112;34120;42.432128,-4.520647
2020-10-14;Salamanca;10316;133;1819;448;37274;40.833333,-6.0
2020-10-14;Segovia;5902;40;1033;227;40004;41.166667,-4.0
2020-10-14;Valladolid;14752;310;2661;498;47186;41.583333,-4.666667
2020-10-14;Zamora;3413;15;579;143;49275;41.75,-6.0
2020-10-13;Palencia;3947;11;524;110;34120;42.432128,-4.520647
2020-10-13;Valladolid;14442;55;2630;497;47186;41.583333,-4.666667
2020-10-13;Ávila;4290;35;859;180;5019;40.616092,-4.929031
2020-10-13;Burgos;9655;49;1369;276;9059;42.383333,-3.666667
2020-10-13;Segovia;5862;4;1029;225;40004;41.166667,-4.0
2020-10-13;León;9576;153;1959;480;24089;42.666667,-6.0
2020-10-13;Salamanca;10182;84;1807;446;37274;40.833333,-6.0
2020-10-13;Soria;3795;5;527;132;42173;41.666667,-2.666667
2020-10-13;Zamora;3398;20;575;143;49275;41.75,-6.0
2020-10-12;León;9423;141;1952;474;24089;42.666667,-6.0
2020-10-12;Ávila;4255;40;858;179;5019;40.616092,-4.929031
2020-10-12;Burgos;9606;117;1364;274;9059;42.383333,-3.666667
2020-10-12;Palencia;3936;122;524;110;34120;42.432128,-4.520647
2020-10-12;Soria;3790;7;526;131;42173;41.666667,-2.666667
2020-10-12;Valladolid;14387;42;2621;493;47186;41.583333,-4.666667
2020-10-12;Zamora;3378;63;574;142;49275;41.75,-6.0
2020-10-12;Salamanca;10098;110;1805;444;37274;40.833333,-6.0
2020-10-12;Segovia;5858;44;1028;224;40004;41.166667,-4.0
2020-10-11;Ávila;4215;47;856;178;5019;40.616092,-4.929031
2020-10-11;Zamora;3315;66;574;142;49275;41.75,-6.0
2020-10-11;Burgos;9489;192;1362;274;9059;42.383333,-3.666667
2020-10-11;León;9282;249;1948;471;24089;42.666667,-6.0
2020-10-11;Palencia;3814;51;521;108;34120;42.432128,-4.520647
2020-10-11;Salamanca;9988;187;1796;443;37274;40.833333,-6.0
2020-10-11;Segovia;5814;41;1028;224;40004;41.166667,-4.0
2020-10-11;Soria;3783;36;526;131;42173;41.666667,-2.666667
2020-10-11;Valladolid;14345;56;2617;492;47186;41.583333,-4.666667
2020-10-10;Palencia;3763;40;518;107;34120;42.432128,-4.520647
2020-10-10;Segovia;5773;54;1028;224;40004;41.166667,-4.0
2020-10-10;Soria;3747;11;525;130;42173;41.666667,-2.666667
2020-10-10;León;9033;287;1945;470;24089;42.666667,-6.0
2020-10-10;Ávila;4168;38;855;177;5019;40.616092,-4.929031
2020-10-10;Burgos;9294;250;1358;273;9059;42.383333,-3.666667
2020-10-10;Salamanca;9801;107;1786;439;37274;40.833333,-6.0
2020-10-10;Valladolid;14289;250;2608;488;47186;41.583333,-4.666667
2020-10-10;Zamora;3249;37;573;141;49275;41.75,-6.0
2020-10-09;León;8739;212;1927;465;24089;42.666667,-6.0
2020-10-09;Ávila;4127;22;852;176;5019;40.616092,-4.929031
2020-10-09;Salamanca;9666;207;1770;438;37274;40.833333,-6.0
2020-10-09;Soria;3736;27;525;130;42173;41.666667,-2.666667
2020-10-09;Segovia;5706;55;1025;224;40004;41.166667,-4.0
2020-10-09;Burgos;9043;163;1342;273;9059;42.383333,-3.666667
2020-10-09;Palencia;3720;93;511;104;34120;42.432128,-4.520647
2020-10-09;Zamora;3212;25;560;139;49275;41.75,-6.0
2020-10-09;Valladolid;14033;203;2572;484;47186;41.583333,-4.666667
2020-10-08;Salamanca;9459;129;1760;437;37274;40.833333,-6.0
2020-10-08;Ávila;4105;39;847;176;5019;40.616092,-4.929031
2020-10-08;Burgos;8880;93;1332;273;9059;42.383333,-3.666667
2020-10-08;Palencia;3627;47;502;103;34120;42.432128,-4.520647
2020-10-08;Segovia;5651;35;1023;224;40004;41.166667,-4.0
2020-10-08;Valladolid;13830;276;2549;478;47186;41.583333,-4.666667
2020-10-08;León;8525;104;1911;458;24089;42.666667,-6.0
2020-10-08;Soria;3709;7;519;130;42173;41.666667,-2.666667
2020-10-08;Zamora;3187;45;555;138;49275;41.75,-6.0
2020-10-07;Ávila;4066;40;844;175;5019;40.616092,-4.929031
2020-10-07;Palencia;3580;65;499;102;34120;42.432128,-4.520647
2020-10-07;Valladolid;13554;178;2531;476;47186;41.583333,-4.666667
2020-10-07;Burgos;8787;107;1324;271;9059;42.383333,-3.666667
2020-10-07;León;8421;178;1898;455;24089;42.666667,-6.0
2020-10-07;Salamanca;9330;93;1746;432;37274;40.833333,-6.0
2020-10-07;Soria;3702;2;517;130;42173;41.666667,-2.666667
2020-10-07;Segovia;5616;22;1020;222;40004;41.166667,-4.0
2020-10-07;Zamora;3142;11;546;138;49275;41.75,-6.0
2020-10-06;León;8243;95;1884;451;24089;42.666667,-6.0
2020-10-06;Palencia;3515;38;495;102;34120;42.432128,-4.520647
2020-10-06;Burgos;8680;42;1322;270;9059;42.383333,-3.666667
2020-10-06;Salamanca;9237;77;1736;432;37274;40.833333,-6.0
2020-10-06;Soria;3700;11;517;130;42173;41.666667,-2.666667
2020-10-06;Ávila;4026;42;840;174;5019;40.616092,-4.929031
2020-10-06;Segovia;5594;16;1016;222;40004;41.166667,-4.0
2020-10-06;Valladolid;13376;315;2499;471;47186;41.583333,-4.666667
2020-10-06;Zamora;3131;23;533;134;49275;41.75,-6.0
2020-10-05;León;8148;28;1876;446;24089;42.666667,-6.0
2020-10-05;Ávila;3984;23;835;173;5019;40.616092,-4.929031
2020-10-05;Salamanca;9160;54;1720;430;37274;40.833333,-6.0
2020-10-05;Soria;3689;3;515;130;42173;41.666667,-2.666667
2020-10-05;Valladolid;13060;90;2474;469;47186;41.583333,-4.666667
2020-10-05;Zamora;3108;38;532;134;49275;41.75,-6.0
2020-10-05;Burgos;8638;110;1311;266;9059;42.383333,-3.666667
2020-10-05;Palencia;3477;39;489;100;34120;42.432128,-4.520647
2020-10-05;Segovia;5578;21;1014;222;40004;41.166667,-4.0
2020-10-04;Soria;3686;10;515;130;42173;41.666667,-2.666667
2020-10-04;Valladolid;12970;20;2469;468;47186;41.583333,-4.666667
2020-10-04;Ávila;3961;34;834;172;5019;40.616092,-4.929031
2020-10-04;Segovia;5557;33;1014;222;40004;41.166667,-4.0
2020-10-04;Burgos;8528;47;1310;266;9059;42.383333,-3.666667
2020-10-04;León;8120;149;1875;445;24089;42.666667,-6.0
2020-10-04;Palencia;3438;66;489;100;34120;42.432128,-4.520647
2020-10-04;Salamanca;9106;77;1719;429;37274;40.833333,-6.0
2020-10-04;Zamora;3070;40;530;132;49275;41.75,-6.0
2020-10-03;Salamanca;9029;68;1716;428;37274;40.833333,-6.0
2020-10-03;Segovia;5524;62;1014;222;40004;41.166667,-4.0
2020-10-03;Zamora;3030;39;529;131;49275;41.75,-6.0
2020-10-03;León;7971;384;1871;443;24089;42.666667,-6.0
2020-10-03;Palencia;3372;107;489;100;34120;42.432128,-4.520647
2020-10-03;Soria;3676;8;515;130;42173;41.666667,-2.666667
2020-10-03;Ávila;3927;37;833;171;5019;40.616092,-4.929031
2020-10-03;Burgos;8481;202;1302;261;9059;42.383333,-3.666667
2020-10-03;Valladolid;12950;213;2463;464;47186;41.583333,-4.666667
2020-10-02;Palencia;3265;69;480;100;34120;42.432128,-4.520647
2020-10-02;Burgos;8279;231;1285;261;9059;42.383333,-3.666667
2020-10-02;León;7587;94;1860;443;24089;42.666667,-6.0
2020-10-02;Segovia;5462;34;1014;222;40004;41.166667,-4.0
2020-10-02;Zamora;2991;49;515;130;49275;41.75,-6.0
2020-10-02;Ávila;3890;69;826;171;5019;40.616092,-4.929031
2020-10-02;Salamanca;8961;138;1698;426;37274;40.833333,-6.0
2020-10-02;Soria;3667;13;515;130;42173;41.666667,-2.666667
2020-10-02;Valladolid;12737;280;2440;461;47186;41.583333,-4.666667
2020-10-01;Burgos;8046;85;1272;257;9059;42.383333,-3.666667
2020-10-01;Palencia;3196;27;474;100;34120;42.432128,-4.520647
2020-10-01;Salamanca;8823;94;1687;425;37274;40.833333,-6.0
2020-10-01;Soria;3654;4;512;130;42173;41.666667,-2.666667
2020-10-01;Zamora;2942;68;506;128;49275;41.75,-6.0
2020-10-01;Ávila;3821;33;823;171;5019;40.616092,-4.929031
2020-10-01;León;7493;171;1856;443;24089;42.666667,-6.0
2020-10-01;Segovia;5428;45;1013;221;40004;41.166667,-4.0
2020-10-01;Valladolid;12457;329;2420;454;47186;41.583333,-4.666667
2020-09-30;Ávila;3788;27;822;171;5019;40.616092,-4.929031
2020-09-30;Palencia;3169;38;466;99;34120;42.432128,-4.520647
2020-09-30;Segovia;5383;39;1012;220;40004;41.166667,-4.0
2020-09-30;Burgos;7961;24;1258;253;9059;42.383333,-3.666667
2020-09-30;León;7322;64;1849;442;24089;42.666667,-6.0
2020-09-30;Salamanca;8729;82;1669;420;37274;40.833333,-6.0
2020-09-30;Soria;3650;15;509;129;42173;41.666667,-2.666667
2020-09-30;Valladolid;12127;270;2386;450;47186;41.583333,-4.666667
2020-09-30;Zamora;2873;43;495;128;49275;41.75,-6.0
2020-09-29;Burgos;7937;53;1248;252;9059;42.383333,-3.666667
2020-09-29;Soria;3635;19;505;128;42173;41.666667,-2.666667
2020-09-29;Zamora;2830;11;491;127;49275;41.75,-6.0
2020-09-29;Segovia;5344;16;1011;219;40004;41.166667,-4.0
2020-09-29;Palencia;3131;45;461;99;34120;42.432128,-4.520647
2020-09-29;Ávila;3761;51;815;170;5019;40.616092,-4.929031
2020-09-29;León;7257;178;1840;441;24089;42.666667,-6.0
2020-09-29;Salamanca;8647;38;1651;417;37274;40.833333,-6.0
2020-09-29;Valladolid;11857;437;2360;448;47186;41.583333,-4.666667
2020-09-28;Palencia;3086;81;458;99;34120;42.432128,-4.520647
2020-09-28;León;7079;113;1831;440;24089;42.666667,-6.0
2020-09-28;Soria;3616;24;504;128;42173;41.666667,-2.666667
2020-09-28;Ávila;3710;12;806;169;5019;40.616092,-4.929031
2020-09-28;Segovia;5328;26;1010;219;40004;41.166667,-4.0
2020-09-28;Burgos;7884;18;1234;251;9059;42.383333,-3.666667
2020-09-28;Salamanca;8609;75;1636;414;37274;40.833333,-6.0
2020-09-28;Valladolid;11420;56;2336;446;47186;41.583333,-4.666667
2020-09-28;Zamora;2819;61;476;125;49275;41.75,-6.0
2020-09-27;Palencia;3005;13;457;98;34120;42.432128,-4.520647
2020-09-27;Zamora;2758;87;475;124;49275;41.75,-6.0
2020-09-27;Valladolid;11364;168;2325;441;47186;41.583333,-4.666667
2020-09-27;León;6966;97;1829;438;24089;42.666667,-6.0
2020-09-27;Ávila;3698;53;806;169;5019;40.616092,-4.929031
2020-09-27;Burgos;7866;160;1229;250;9059;42.383333,-3.666667
2020-09-27;Salamanca;8534;95;1632;413;37274;40.833333,-6.0
2020-09-27;Segovia;5302;40;1010;219;40004;41.166667,-4.0
2020-09-27;Soria;3592;14;504;128;42173;41.666667,-2.666667
2020-09-26;Salamanca;8439;80;1629;412;37274;40.833333,-6.0
2020-09-26;Segovia;5262;44;1010;219;40004;41.166667,-4.0
2020-09-26;Ávila;3645;39;806;169;5019;40.616092,-4.929031
2020-09-26;León;6869;133;1826;436;24089;42.666667,-6.0
2020-09-26;Burgos;7704;229;1225;250;9059;42.383333,-3.666667
2020-09-26;Palencia;2992;42;457;98;34120;42.432128,-4.520647
2020-09-26;Soria;3578;52;504;128;42173;41.666667,-2.666667
2020-09-26;Valladolid;11196;232;2319;439;47186;41.583333,-4.666667
2020-09-26;Zamora;2671;62;473;122;49275;41.75,-6.0
2020-09-25;León;6736;140;1813;434;24089;42.666667,-6.0
2020-09-25;Salamanca;8359;197;1612;412;37274;40.833333,-6.0
2020-09-25;Burgos;7475;156;1212;249;9059;42.383333,-3.666667
2020-09-25;Segovia;5218;50;1009;219;40004;41.166667,-4.0
2020-09-25;Valladolid;10964;310;2293;439;47186;41.583333,-4.666667
2020-09-25;Ávila;3606;78;801;169;5019;40.616092,-4.929031
2020-09-25;Palencia;2950;65;452;97;34120;42.432128,-4.520647
2020-09-25;Soria;3526;13;501;127;42173;41.666667,-2.666667
2020-09-25;Zamora;2609;72;464;118;49275;41.75,-6.0
2020-09-24;Valladolid;10654;306;2266;436;47186;41.583333,-4.666667
2020-09-24;Ávila;3528;43;798;169;5019;40.616092,-4.929031
2020-09-24;Zamora;2537;71;461;116;49275;41.75,-6.0
2020-09-24;Salamanca;8162;108;1604;412;37274;40.833333,-6.0
2020-09-24;Palencia;2885;42;445;96;34120;42.432128,-4.520647
2020-09-24;Burgos;7319;123;1205;248;9059;42.383333,-3.666667
2020-09-24;León;6596;184;1807;433;24089;42.666667,-6.0
2020-09-24;Segovia;5168;27;1006;218;40004;41.166667,-4.0
2020-09-24;Soria;3512;15;500;126;42173;41.666667,-2.666667
2020-09-23;Burgos;7196;41;1191;247;9059;42.383333,-3.666667
2020-09-23;Palencia;2843;54;443;95;34120;42.432128,-4.520647
2020-09-23;Ávila;3485;26;790;168;5019;40.616092,-4.929031
2020-09-23;León;6412;80;1801;432;24089;42.666667,-6.0
2020-09-23;Segovia;5141;45;1002;218;40004;41.166667,-4.0
2020-09-23;Soria;3497;6;497;126;42173;41.666667,-2.666667
2020-09-23;Zamora;2466;33;456;114;49275;41.75,-6.0
2020-09-23;Salamanca;8054;115;1592;411;37274;40.833333,-6.0
2020-09-23;Valladolid;10348;256;2248;435;47186;41.583333,-4.666667
2020-09-22;Burgos;7154;55;1177;245;9059;42.383333,-3.666667
2020-09-22;Segovia;5096;39;998;218;40004;41.166667,-4.0
2020-09-22;Valladolid;10091;285;2235;433;47186;41.583333,-4.666667
2020-09-22;Zamora;2433;74;452;114;49275;41.75,-6.0
2020-09-22;Ávila;3459;27;783;167;5019;40.616092,-4.929031
2020-09-22;León;6332;134;1795;431;24089;42.666667,-6.0
2020-09-22;Palencia;2789;33;437;95;34120;42.432128,-4.520647
2020-09-22;Salamanca;7939;57;1576;408;37274;40.833333,-6.0
2020-09-22;Soria;3491;19;493;125;42173;41.666667,-2.666667
2020-09-21;Burgos;7099;97;1170;244;9059;42.383333,-3.666667
2020-09-21;Ávila;3432;39;776;167;5019;40.616092,-4.929031
2020-09-21;León;6198;24;1792;431;24089;42.666667,-6.0
2020-09-21;Segovia;5057;23;996;218;40004;41.166667,-4.0
2020-09-21;Valladolid;9806;90;2214;430;47186;41.583333,-4.666667
2020-09-21;Soria;3472;18;489;125;42173;41.666667,-2.666667
2020-09-21;Palencia;2756;42;436;95;34120;42.432128,-4.520647
2020-09-21;Salamanca;7882;98;1567;406;37274;40.833333,-6.0
2020-09-21;Zamora;2359;46;443;113;49275;41.75,-6.0
2020-09-20;Burgos;7002;71;1165;243;9059;42.383333,-3.666667
2020-09-20;Segovia;5034;37;995;218;40004;41.166667,-4.0
2020-09-20;Valladolid;9716;52;2213;430;47186;41.583333,-4.666667
2020-09-20;Ávila;3393;66;775;166;5019;40.616092,-4.929031
2020-09-20;Palencia;2714;51;434;93;34120;42.432128,-4.520647
2020-09-20;Salamanca;7784;200;1564;405;37274;40.833333,-6.0
2020-09-20;León;6174;63;1791;430;24089;42.666667,-6.0
2020-09-20;Soria;3454;15;489;125;42173;41.666667,-2.666667
2020-09-20;Zamora;2313;51;440;110;49275;41.75,-6.0
2020-09-19;Burgos;6931;181;1162;241;9059;42.383333,-3.666667
2020-09-19;Ávila;3327;22;775;166;5019;40.616092,-4.929031
2020-09-19;León;6111;150;1789;429;24089;42.666667,-6.0
2020-09-19;Palencia;2663;102;434;93;34120;42.432128,-4.520647
2020-09-19;Soria;3439;25;489;125;42173;41.666667,-2.666667
2020-09-19;Zamora;2262;136;438;109;49275;41.75,-6.0
2020-09-19;Salamanca;7584;172;1557;404;37274;40.833333,-6.0
2020-09-19;Valladolid;9664;250;2209;429;47186;41.583333,-4.666667
2020-09-19;Segovia;4997;37;995;218;40004;41.166667,-4.0
2020-09-18;Ávila;3305;74;771;166;5019;40.616092,-4.929031
2020-09-18;León;5961;144;1789;429;24089;42.666667,-6.0
2020-09-18;Burgos;6750;133;1153;238;9059;42.383333,-3.666667
2020-09-18;Salamanca;7412;78;1541;403;37274;40.833333,-6.0
2020-09-18;Soria;3414;26;488;125;42173;41.666667,-2.666667
2020-09-18;Zamora;2126;77;429;108;49275;41.75,-6.0
2020-09-18;Palencia;2561;31;427;93;34120;42.432128,-4.520647
2020-09-18;Segovia;4960;62;989;217;40004;41.166667,-4.0
2020-09-18;Valladolid;9413;263;2178;428;47186;41.583333,-4.666667
2020-09-17;Valladolid;9150;219;2165;427;47186;41.583333,-4.666667
2020-09-17;Palencia;2530;52;424;93;34120;42.432128,-4.520647
2020-09-17;Zamora;2049;66;429;108;49275;41.75,-6.0
2020-09-17;Ávila;3231;23;765;163;5019;40.616092,-4.929031
2020-09-17;Burgos;6617;17;1145;236;9059;42.383333,-3.666667
2020-09-17;León;5816;36;1788;429;24089;42.666667,-6.0
2020-09-17;Salamanca;7334;19;1528;401;37274;40.833333,-6.0
2020-09-17;Segovia;4898;32;986;217;40004;41.166667,-4.0
2020-09-17;Soria;3387;30;486;125;42173;41.666667,-2.666667
2020-09-16;Palencia;2478;76;423;93;34120;42.432128,-4.520647
2020-09-16;Zamora;1983;12;428;107;49275;41.75,-6.0
2020-09-16;León;5780;173;1785;429;24089;42.666667,-6.0
2020-09-16;Segovia;4866;35;983;217;40004;41.166667,-4.0
2020-09-16;Ávila;3208;20;764;163;5019;40.616092,-4.929031
2020-09-16;Burgos;6599;149;1129;234;9059;42.383333,-3.666667
2020-09-16;Salamanca;7315;49;1521;401;37274;40.833333,-6.0
2020-09-16;Soria;3357;13;483;125;42173;41.666667,-2.666667
2020-09-16;Valladolid;8931;176;2149;425;47186;41.583333,-4.666667
2020-09-15;León;5606;60;1783;429;24089;42.666667,-6.0
2020-09-15;Salamanca;7266;163;1513;400;37274;40.833333,-6.0
2020-09-15;Segovia;4831;24;980;217;40004;41.166667,-4.0
2020-09-15;Soria;3344;29;482;125;42173;41.666667,-2.666667
2020-09-15;Burgos;6450;48;1121;232;9059;42.383333,-3.666667
2020-09-15;Ávila;3187;27;755;162;5019;40.616092,-4.929031
2020-09-15;Palencia;2402;90;421;93;34120;42.432128,-4.520647
2020-09-15;Valladolid;8755;201;2131;423;47186;41.583333,-4.666667
2020-09-15;Zamora;1971;44;421;105;49275;41.75,-6.0
2020-09-14;Zamora;1927;32;419;105;49275;41.75,-6.0
2020-09-14;Burgos;6402;111;1115;231;9059;42.383333,-3.666667
2020-09-14;Segovia;4807;40;977;217;40004;41.166667,-4.0
2020-09-14;Valladolid;8554;124;2105;421;47186;41.583333,-4.666667
2020-09-14;Ávila;3160;60;749;161;5019;40.616092,-4.929031
2020-09-14;Palencia;2312;24;416;93;34120;42.432128,-4.520647
2020-09-14;Soria;3315;35;480;125;42173;41.666667,-2.666667
2020-09-14;León;5546;73;1778;429;24089;42.666667,-6.0
2020-09-14;Salamanca;7103;67;1506;400;37274;40.833333,-6.0
2020-09-13;Burgos;6291;36;1114;230;9059;42.383333,-3.666667
2020-09-13;Zamora;1895;30;416;102;49275;41.75,-6.0
2020-09-13;Ávila;3100;24;748;161;5019;40.616092,-4.929031
2020-09-13;Salamanca;7036;136;1502;398;37274;40.833333,-6.0
2020-09-13;Segovia;4767;93;976;217;40004;41.166667,-4.0
2020-09-13;Palencia;2288;66;414;92;34120;42.432128,-4.520647
2020-09-13;Valladolid;8430;105;2104;421;47186;41.583333,-4.666667
2020-09-13;Soria;3280;19;480;125;42173;41.666667,-2.666667
2020-09-13;León;5473;123;1778;429;24089;42.666667,-6.0
2020-09-12;Ávila;3076;55;746;160;5019;40.616092,-4.929031
2020-09-12;Valladolid;8325;158;2101;419;47186;41.583333,-4.666667
2020-09-12;Zamora;1865;89;414;100;49275;41.75,-6.0
2020-09-12;Burgos;6255;184;1111;229;9059;42.383333,-3.666667
2020-09-12;León;5350;143;1778;429;24089;42.666667,-6.0
2020-09-12;Salamanca;6900;167;1500;397;37274;40.833333,-6.0
2020-09-12;Palencia;2222;65;413;91;34120;42.432128,-4.520647
2020-09-12;Segovia;4674;54;976;217;40004;41.166667,-4.0
2020-09-12;Soria;3261;15;480;125;42173;41.666667,-2.666667
2020-09-11;Soria;3246;14;476;125;42173;41.666667,-2.666667
2020-09-11;Zamora;1776;11;411;99;49275;41.75,-6.0
2020-09-11;Segovia;4620;40;973;217;40004;41.166667,-4.0
2020-09-11;Ávila;3021;17;737;160;5019;40.616092,-4.929031
2020-09-11;Burgos;6067;124;1107;229;9059;42.383333,-3.666667
2020-09-11;León;5207;149;1775;429;24089;42.666667,-6.0
2020-09-11;Valladolid;8166;127;2086;417;47186;41.583333,-4.666667
2020-09-11;Palencia;2157;44;413;91;34120;42.432128,-4.520647
2020-09-11;Salamanca;6733;53;1484;396;37274;40.833333,-6.0
2020-09-10;Palencia;2113;4;412;91;34120;42.432128,-4.520647
2020-09-10;Salamanca;6680;32;1474;395;37274;40.833333,-6.0
2020-09-10;León;5058;150;1775;429;24089;42.666667,-6.0
2020-09-10;Valladolid;8039;107;2079;417;47186;41.583333,-4.666667
2020-09-10;Zamora;1765;70;410;99;49275;41.75,-6.0
